1000, 0.139280732718524
2000, -0.22242819530859
3000, -0.00837526546599465
4000, 0.124178055474675
5000, 0.24167097378413
6000, 0.32508443875409
7000, 0.402175375031505
8000, 0.475220682873569
9000, 0.515463188373269
10000, 0.564062129034257
11000, 0.57397335793606
12000, 0.604614799476445
13000, 0.781539968605942
14000, 0.764833430163149
15000, 0.810541657883531
16000, 0.733758835587203
17000, 0.751463870836545
18000, 0.786424868912994
19000, 0.891676810948878
20000, 1.06015368737457
21000, 0.924341323699571
22000, 1.01035932877996
23000, 1.07981774463613
24000, 1.19950011886842
25000, 1.12462484543828
26000, 1.17730269711991
27000, 1.12523070148519
28000, 1.19700196883714
29000, 1.15092521410422
30000, 1.17642409058935
31000, 1.2058023254252
32000, 1.2497534101366
33000, 1.24250912830858
34000, 1.26228968255582
35000, 1.33525324260377
36000, 1.23693509851778
37000, 1.2985758251206
38000, 1.2956198717818
39000, 1.31667471571635
40000, 1.30406593530271
41000, 1.35140588463768
42000, 1.34892761917839
43000, 1.34450820108206
44000, 1.35029260878194
45000, 1.3825195242254
46000, 1.50700127860743
47000, 1.50146459719062
48000, 1.42485388008172
49000, 1.44269764556926
50000, 1.44198561525295
