1000, 0.62814361212895
2000, 1.27442573556205
3000, 1.64464633146477
4000, 1.8687836958929
5000, 2.08165617362316
6000, 2.2686488665422
7000, 2.3776185611616
8000, 2.48106134268678
9000, 2.59369845092691
10000, 2.71321559891581
11000, 2.77724429335094
12000, 2.8572699414572
13000, 2.921577862277
14000, 2.9878710320678
15000, 3.05027536608453
16000, 3.11633994611779
17000, 3.16318902457656
18000, 3.22128497361256
19000, 3.28104687336872
20000, 3.34910437754013
21000, 3.38395340302663
22000, 3.4125000773491
23000, 3.46228425775462
24000, 3.50282239385585
25000, 3.54845392480806
26000, 3.58348534777435
27000, 3.64549597524819
28000, 3.67635438919111
29000, 3.70385801629784
30000, 3.75819271391054
31000, 3.78901878345872
32000, 3.79440120696539
33000, 3.82261958279708
34000, 3.86014504111393
35000, 3.88852200761331
36000, 3.92866652591739
37000, 3.96579182747692
38000, 4.01439251222066
39000, 4.04428577673313
40000, 4.08590060633633
41000, 4.10439853283676
42000, 4.1310805179765
43000, 4.16186129017227
44000, 4.22110892977883
45000, 4.2001659888816
46000, 4.23106698313917
47000, 4.26471426447384
48000, 4.29908794219921
49000, 4.3250436165647
50000, 4.35268276297188
