1000, -0.31596296251348
2000, -0.519131076312832
3000, -0.311847244408434
4000, -0.172566104599221
5000, -0.0208615304531901
6000, 0.0441476208787228
7000, 0.111699277573551
8000, 0.167524092420209
9000, 0.230780902005661
10000, 0.803033540320621
11000, 0.360328288072053
12000, 0.383510175872493
13000, 0.401727861654499
14000, 0.442918545369842
15000, 0.467223210834049
16000, 0.538636561218452
17000, 0.70687133673295
18000, 0.733959220623704
19000, 0.641097161796935
20000, 0.657810906779626
21000, 0.644034635814966
22000, 0.673076227743187
23000, 0.800146348338107
24000, 0.879915503360565
25000, 0.757077024104938
26000, 0.77937279364072
27000, 0.891230722978062
28000, 0.826923116591255
29000, 0.834509715389966
30000, 0.844793927425096
31000, 0.920472917883757
32000, 0.88609008708087
33000, 1.02559256885167
34000, 0.966245012118208
35000, 0.946835297066627
36000, 1.01457093751417
37000, 1.23184663084364
38000, 1.03432358158163
39000, 1.15149855642631
40000, 1.17058438193919
41000, 1.16084353717109
42000, 1.14523060118383
43000, 1.13253824044739
44000, 1.36838545019403
45000, 1.14305853994168
46000, 1.21533347729743
47000, 1.18296501863617
48000, 1.21831751555918
49000, 1.28373756586773
50000, 1.20834190881678
